Checklist	ERC000011	ENA default sample checklist				
tax_id	scientific_name	sample_alias	sample_title	sample_description	collection date	geographic location (country and/or sea)
1861841	feces metagenome	3F-HL_1_9_19_S221_L005	3F-HL_1_9_19_S221_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HL_2_27_19_S232_L005	3F-HL_2_27_19_S232_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HL_5_22_19_S301_L006	3F-HL_5_22_19_S301_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HL_9_20_18_S40_L003	3F-HL_9_20_18_S40_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HR_10_18_18_S106_L003	3F-HR_10_18_18_S106_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HR_1_9_19_S222_L005	3F-HR_1_9_19_S222_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HR_2_27_19_S231_L005	3F-HR_2_27_19_S231_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HR_5_22_19_S300_L006	3F-HR_5_22_19_S300_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3F-HR_9_20_18_S41_L003	3F-HR_9_20_18_S41_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HL_10_18_18_S109_L003	3M-HL_10_18_18_S109_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HL_1_9_19_S219_L005	3M-HL_1_9_19_S219_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HL_2_27_19_S234_L005	3M-HL_2_27_19_S234_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HL_5_22_19_S303_L006	3M-HL_5_22_19_S303_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HL_9_20_18_S38_L003	3M-HL_9_20_18_S38_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HR_10_18_18_S108_L003	3M-HR_10_18_18_S108_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HR_1_9_19_S220_L005	3M-HR_1_9_19_S220_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HR_2_27_19_S233_L005	3M-HR_2_27_19_S233_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HR_5_22_19_S302_L006	3M-HR_5_22_19_S302_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	3M-HR_9_20_18_S39_L003	3M-HR_9_20_18_S39_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HL_10_18_18_S111_L003	4F-HL_10_18_18_S111_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HL_1_9_19_S217_L005	4F-HL_1_9_19_S217_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HL_2_27_19_S236_L005	4F-HL_2_27_19_S236_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HL_5_22_19_S305_L006	4F-HL_5_22_19_S305_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HL_9_20_18_S36_L003	4F-HL_9_20_18_S36_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HR_10_18_18_S110_L003	4F-HR_10_18_18_S110_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HR_1_9_19_S218_L005	4F-HR_1_9_19_S218_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HR_2_27_19_S235_L005	4F-HR_2_27_19_S235_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HR_5_22_19_S304_L006	4F-HR_5_22_19_S304_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4F-HR_9_20_18_S37_L003	4F-HR_9_20_18_S37_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HL_10_18_18_S113_L003	4M-HL_10_18_18_S113_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HL_1_9_19_S215_L005	4M-HL_1_9_19_S215_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HL_2_27_19_S238_L005	4M-HL_2_27_19_S238_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HL_9_20_18_S34_L003	4M-HL_9_20_18_S34_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HR_10_18_18_S112_L003	4M-HR_10_18_18_S112_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HR_1_9_19_S216_L005	4M-HR_1_9_19_S216_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HR_2_27_19_S237_L005	4M-HR_2_27_19_S237_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	4M-HR_9_20_18_S35_L003	4M-HR_9_20_18_S35_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HL_10_18_18_S115_L003	5F-HL_10_18_18_S115_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HL_1_9_19_S291_L005	5F-HL_1_9_19_S291_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HL_2_27_19_S240_L005	5F-HL_2_27_19_S240_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HL_5_22_19_S307_L006	5F-HL_5_22_19_S307_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HL_9_20_18_S73_L003	5F-HL_9_20_18_S73_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HR_10_18_18_S114_L003	5F-HR_10_18_18_S114_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HR_1_9_19_S292_L005	5F-HR_1_9_19_S292_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HR_2_27_19_S239_L005	5F-HR_2_27_19_S239_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HR_5_22_19_S306_L006	5F-HR_5_22_19_S306_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5F-HR_9_20_18_S49_L003	5F-HR_9_20_18_S49_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HL_10_18_18_S117_L003	5M-HL_10_18_18_S117_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HL_1_9_19_S214_L004	5M-HL_1_9_19_S214_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HL_2_27_19_S242_L005	5M-HL_2_27_19_S242_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HL_5_22_19_S309_L006	5M-HL_5_22_19_S309_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HL_9_20_18_S47_L003	5M-HL_9_20_18_S47_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HR_10_18_18_S116_L003	5M-HR_10_18_18_S116_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HR_1_9_19_S290_L005	5M-HR_1_9_19_S290_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HR_2_27_19_S241_L005	5M-HR_2_27_19_S241_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HR_5_22_19_S308_L006	5M-HR_5_22_19_S308_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	5M-HR_9_20_18_S48_L003	5M-HR_9_20_18_S48_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HL_10_18_18_S287_L005	6F-HL_10_18_18_S287_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HL_1_9_19_S212_L004	6F-HL_1_9_19_S212_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HL_2_27_19_S244_L005	6F-HL_2_27_19_S244_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HL_5_22_19_S311_L006	6F-HL_5_22_19_S311_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HL_9_20_18_S45_L003	6F-HL_9_20_18_S45_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HR_10_18_18_S118_L003	6F-HR_10_18_18_S118_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HR_1_9_19_S213_L004	6F-HR_1_9_19_S213_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HR_2_27_19_S243_L005	6F-HR_2_27_19_S243_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HR_5_22_19_S310_L006	6F-HR_5_22_19_S310_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6F-HR_9_20_18_S46_L003	6F-HR_9_20_18_S46_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HL_10_18_18_S289_L005	6M-HL_10_18_18_S289_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HL_1_9_19_S210_L004	6M-HL_1_9_19_S210_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HL_2_27_19_S246_L005	6M-HL_2_27_19_S246_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HL_9_20_18_S43_L003	6M-HL_9_20_18_S43_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HR_10_18_18_S288_L005	6M-HR_10_18_18_S288_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HR_1_9_19_S211_L004	6M-HR_1_9_19_S211_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HR_2_27_19_S245_L005	6M-HR_2_27_19_S245_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	6M-HR_9_20_18_S44_L003	6M-HR_9_20_18_S44_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HL_10_18_18_S124_L004	7F-HL_10_18_18_S124_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HL_1_9_19_S208_L004	7F-HL_1_9_19_S208_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HL_2_27_19_S248_L005	7F-HL_2_27_19_S248_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HL_5_22_19_S314_L006	7F-HL_5_22_19_S314_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HL_9_20_18_S57_L003	7F-HL_9_20_18_S57_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HR_10_18_18_S122_L004	7F-HR_10_18_18_S122_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HR_1_9_19_S209_L004	7F-HR_1_9_19_S209_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HR_2_27_19_S247_L005	7F-HR_2_27_19_S247_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HR_5_22_19_S312_L006	7F-HR_5_22_19_S312_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7F-HR_9_20_18_S58_L003	7F-HR_9_20_18_S58_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HL_10_18_18_S125_L004	7M-HL_10_18_18_S125_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HL_1_9_19_S206_L004	7M-HL_1_9_19_S206_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HL_2_27_19_S250_L005	7M-HL_2_27_19_S250_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HL_5_22_19_S315_L006	7M-HL_5_22_19_S315_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HL_9_20_18_S55_L003	7M-HL_9_20_18_S55_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HR_10_18_18_S123_L004	7M-HR_10_18_18_S123_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HR_1_9_19_S207_L004	7M-HR_1_9_19_S207_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HR_2_27_19_S249_L005	7M-HR_2_27_19_S249_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HR_5_22_19_S313_L006	7M-HR_5_22_19_S313_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	7M-HR_9_20_18_S56_L003	7M-HR_9_20_18_S56_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HL_10_18_18_S127_L004	8F-HL_10_18_18_S127_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HL_1_9_19_S204_L004	8F-HL_1_9_19_S204_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HL_2_27_19_S252_L005	8F-HL_2_27_19_S252_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HL_5_22_19_S317_L006	8F-HL_5_22_19_S317_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HL_9_20_18_S53_L003	8F-HL_9_20_18_S53_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HR_10_18_18_S126_L004	8F-HR_10_18_18_S126_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HR_1_9_19_S205_L004	8F-HR_1_9_19_S205_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HR_2_27_19_S251_L005	8F-HR_2_27_19_S251_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HR_5_22_19_S316_L006	8F-HR_5_22_19_S316_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8F-HR_9_20_18_S54_L003	8F-HR_9_20_18_S54_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HL_10_18_18_S129_L004	8M-HL_10_18_18_S129_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HL_1_9_19_S202_L004	8M-HL_1_9_19_S202_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HL_2_27_19_S254_L005	8M-HL_2_27_19_S254_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HL_9_20_18_S51_L003	8M-HL_9_20_18_S51_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HR_10_18_18_S128_L004	8M-HR_10_18_18_S128_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HR_1_9_19_S203_L004	8M-HR_1_9_19_S203_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HR_2_27_19_S253_L005	8M-HR_2_27_19_S253_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	8M-HR_9_20_18_S52_L003	8M-HR_9_20_18_S52_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HL_10_18_18_S131_L004	9F-HL_10_18_18_S131_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HL_1_9_19_S200_L004	9F-HL_1_9_19_S200_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HL_2_27_19_S256_L005	9F-HL_2_27_19_S256_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HL_5_22_19_S319_L006	9F-HL_5_22_19_S319_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HL_9_20_18_S66_L003	9F-HL_9_20_18_S66_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HR_10_18_18_S130_L004	9F-HR_10_18_18_S130_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HR_1_9_19_S201_L004	9F-HR_1_9_19_S201_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HR_2_27_19_S255_L005	9F-HR_2_27_19_S255_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HR_5_22_19_S318_L006	9F-HR_5_22_19_S318_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9F-HR_9_20_18_S67_L003	9F-HR_9_20_18_S67_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HL_10_18_18_S133_L004	9M-HL_10_18_18_S133_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HL_1_9_19_S198_L004	9M-HL_1_9_19_S198_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HL_2_27_19_S258_L005	9M-HL_2_27_19_S258_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HL_5_22_19_S321_L006	9M-HL_5_22_19_S321_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HL_9_20_18_S64_L003	9M-HL_9_20_18_S64_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HR_10_18_18_S132_L004	9M-HR_10_18_18_S132_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HR_1_9_19_S199_L004	9M-HR_1_9_19_S199_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HR_2_27_19_S257_L005	9M-HR_2_27_19_S257_L005 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HR_5_22_19_S320_L006	9M-HR_5_22_19_S320_L006 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	9M-HR_9_20_18_S65_L003	9M-HR_9_20_18_S65_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_13F_HL_Cecum_7_6_6_2019_S537_L001	Coconut_13F_HL_Cecum_7_6_6_2019_S537_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_13F_HL_Colon_7_6_6_2019_S572_L001	Coconut_13F_HL_Colon_7_6_6_2019_S572_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_13F_HL_Duo_7_6_6_2019_S334_L002	Coconut_13F_HL_Duo_7_6_6_2019_S334_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_13F_HL_Ilium_7_6_6_2019_S335_L002	Coconut_13F_HL_Ilium_7_6_6_2019_S335_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_13F_HL_Prox-_Jej_7_6_6_2019_S382_L002	Coconut_13F_HL_Prox-_Jej_7_6_6_2019_S382_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14F_No_ID_Cecum_7_6_19_2019_S542_L001	Coconut_14F_No_ID_Cecum_7_6_19_2019_S542_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14F_No_ID_Colon_7_6_19_2019_S577_L001	Coconut_14F_No_ID_Colon_7_6_19_2019_S577_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14F_No_ID_Duo_7_6_19_2019_S575_L001	Coconut_14F_No_ID_Duo_7_6_19_2019_S575_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14F_No_ID_Ilium_7_6_19_2019_S576_L001	Coconut_14F_No_ID_Ilium_7_6_19_2019_S576_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14F_No_ID_Prox-_Jej_7_6_19_2019_S541_L001	Coconut_14F_No_ID_Prox-_Jej_7_6_19_2019_S541_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14M_HL_Cecum_7_5_29_2019_S368_L002	Coconut_14M_HL_Cecum_7_5_29_2019_S368_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14M_HL_Colon_7_5_29_2019_S369_L002	Coconut_14M_HL_Colon_7_5_29_2019_S369_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14M_HL_Duo_7_5_29_2019_S365_L002	Coconut_14M_HL_Duo_7_5_29_2019_S365_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14M_HL_Ilium_7_5_29_2019_S367_L002	Coconut_14M_HL_Ilium_7_5_29_2019_S367_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Coconut_14M_HL_Prox-_Jej_7_5_29_2019_S366_L002	Coconut_14M_HL_Prox-_Jej_7_5_29_2019_S366_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
